Principio Attivo,Descrizione Gruppo,Denominazione e Confezione,Titolare AIC,AIC,Codice Gruppo Equivalenza,codiceSis,URL
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,COTAREG*28 cpr riv 320 mg + 25 mg,NOVARTIS FARMA SpA,034114292,FQE,114,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/114/farmaci/34114/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,COMBISARTAN*28 cpr riv 320 mg + 25 mg,A.MENARINI IND.FARM.RIUN.Srl,034134268,FQE,542,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/542/farmaci/34134/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,CORIXIL*28 cpr riv 320 mg + 25 mg,SANDOZ SpA,034774265,FQE,1392,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1392/farmaci/34774/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 320 mg + 25 mg,EG SpA,040589362,FQE,1561,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1561/farmaci/40589/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 320 mg + 25 mg,TEVA PHARMA B.V.,040709141,FQE,907,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/907/farmaci/40709/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,VALBACOMP*28 cpr riv 320 mg + 25 mg,EG SpA,040757320,FQE,1561,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1561/farmaci/40757/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 320 mg + 25 mg,SANDOZ SpA,040920151,FQE,1392,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1392/farmaci/40920/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 320 mg + 25 mg,HCS BVBA,041012535,FQE,3377,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/3377/farmaci/41012/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 320 mg + 25 mg,DOC GENERICI Srl,041105053,FQE,898,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/898/farmaci/41105/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 320 mg + 25 mg,MYLAN SpA,041255074,FQE,2322,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2322/farmaci/41255/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 320 mg + 25 mg,TECNIMEDE SOC.TECNICO-MED.S.A.,041944051,FQE,3241,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/3241/farmaci/41944/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 320 mg + 25 mg,AUROBINDO PHARMA ITALIA Srl,042278059,FQE,3199,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/3199/farmaci/42278/stampati?ts=RCP
Valsartan/idroclorotiazide,VALSARTAN+IDROCLOROTIAZIDE 320+25MG 28 UNITA' USO ORALE,VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 320 mg + 25 mg,ZENTIVA ITALIA Srl,042636276,FQE,8043,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/8043/farmaci/42636/stampati?ts=RCP
Vancomicina,VANCOMICINA 250MG 4 UNITA' USO ORALE,MAXIVANIL*4 cps 250 mg,GENETIC SpA,034984031,T9A,2519,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2519/farmaci/34984/stampati?ts=RCP
Vancomicina,VANCOMICINA 250MG 4 UNITA' USO ORALE,LEVOVANOX*4 cps 250 mg,GENETIC SpA,035003033,T9A,2519,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2519/farmaci/35003/stampati?ts=RCP
Vardenafil,VARDENAFIL 20MG 12 UNITA' USO ORALE,LEVITRA*12 cpr riv 20 mg,BAYER PHARMA AG,035734122,KBQ,689,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/689/farmaci/35734/stampati?ts=RCP
Vardenafil,VARDENAFIL 20MG 12 UNITA' USO ORALE,VARDENAFIL*12 cpr riv 20 mg,MYLAN SpA,045027149,KBQ,2322,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2322/farmaci/45027/stampati?ts=RCP
Vardenafil,VARDENAFIL 20MG 12 UNITA' USO ORALE,VARDENAFIL*12 cpr riv 20 mg,DOC GENERICI Srl,045160064,KBQ,898,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/898/farmaci/45160/stampati?ts=RCP
Vardenafil,VARDENAFIL 20MG 12 UNITA' USO ORALE,VARDENAFIL*12 cpr riv 20 mg,TEVA ITALIA Srl,045476203,KBQ,813,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/813/farmaci/45476/stampati?ts=RCP
Vareniclina,"VARENICLINA 0,5MG 11 UNITA'+1MG 14 UNITA' USO ORALE","CHAMPIX*11 cpr riv 0,5 mg + 14 cpr 1 mg",PFIZER EUROPE MA EEIG,037550148,ITU,4849,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4849/farmaci/37550/stampati?ts=RCP
Vareniclina,VARENICLINA 1MG 28 UNITA' USO ORALE,CHAMPIX*28 cpr riv 1 mg,PFIZER EUROPE MA EEIG,037550151,ITV,4849,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4849/farmaci/37550/stampati?ts=RCP
Vareniclina,VARENICLINA 1MG 56 UNITA' USO ORALE,CHAMPIX*56 cpr riv 1 mg,PFIZER EUROPE MA EEIG,037550163,ITW,4849,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4849/farmaci/37550/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,EFEXOR*14 cps 75 mg rilascio prolungato,VIATRIS PHARMA Srl,028831055,E3A,4995,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4995/farmaci/28831/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,VENLAFAXINA*14 cps 75 mg rilascio prolungato,VIATRIS PHARMA Srl,028834051,E3A,4995,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4995/farmaci/28834/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,VENLAFAXINA*14 cps 75 mg rilascio prolungato,ZENTIVA ITALIA Srl,037881289,E3A,8043,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/8043/farmaci/37881/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,ZARELIS*14 cpr 75 mg rilascio prolungato,ITALFARMACO SpA,038316028,E3A,68,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/68/farmaci/38316/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,VENLAFAXINA*14 cps 75 mg rilascio modificato,LABORATORI ALTER Srl,038465050,E3A,2753,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2753/farmaci/38465/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,VENLAFAXINA*14 cps 75 mg rilascio prolungato,DOC GENERICI Srl,038466076,E3A,898,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/898/farmaci/38466/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,VENLAFAXINA*14 cps 75 mg rilascio prolungato,KRKA D.D.NOVO MESTO,038499113,E3A,1896,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1896/farmaci/38499/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,VENLAFAXINA*14 cps 75 mg rilascio prolungato,TEVA ITALIA Srl,038500118,E3A,813,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/813/farmaci/38500/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,IXILANIA*14 cps 75 mg rilascio prolungato,NEURAXPHARM ITALY SpA,038506010,E3A,3665,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/3665/farmaci/38506/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,VENLAFAXINA*14 cps 75 mg rilascio prolungato,MYLAN SpA,038615035,E3A,2322,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2322/farmaci/38615/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,VENLAFAXINA*14 cps 75 mg rilascio prolungato,AUROBINDO PHARMA ITALIA Srl,041691181,E3A,3199,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/3199/farmaci/41691/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,VENLAFAXINA*14 cps 75 mg rilascio prolungato,EG SpA,044970200,E3A,1561,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1561/farmaci/44970/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,VENLAFAXINA*14 cps 75 mg rilascio prolungato,SANDOZ SpA,045555036,E3A,1392,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1392/farmaci/45555/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,EFEXOR*14 cps 75 mg rilascio prolungato,GMM FARMA Srl,047387016,E3A,3817,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/3817/farmaci/47387/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,EFEXOR*14 cps 75 mg rilascio prolungato,MEDIFARM Srl,048371013,E3A,2806,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2806/farmaci/48371/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,EFEXOR*14 cps 75 mg rilascio prolungato,FARMA 1000 Srl,049548011,E3A,2696,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2696/farmaci/49548/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,EFEXOR*14 cps 75 mg rilascio prolungato,PROGRAMMI SANIT.INTEGRATI Srl,049839018,E3A,1332,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1332/farmaci/49839/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,EFEXOR*14 cps 75 mg rilascio prolungato,NEW PHARMASHOP Srl,050027010,E3A,3810,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/3810/farmaci/50027/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 14 UNITA' USO ORALE RP,EFEXOR*14 cps 75 mg rilascio prolungato,BB FARMA Srl,050275015,E3A,2937,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2937/farmaci/50275/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,EFEXOR*10 cps 150 mg rilascio prolungato,VIATRIS PHARMA Srl,028831067,E3B,4995,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4995/farmaci/28831/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,VENLAFAXINA*10 cps 150 mg rilascio prolungato,VIATRIS PHARMA Srl,028834063,E3B,4995,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4995/farmaci/28834/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,VENLAFAXINA*10 cps 150 mg rilascio prolungato,ZENTIVA ITALIA Srl,037881277,E3B,8043,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/8043/farmaci/37881/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,ZARELIS*10 cpr 150 mg rilascio prolungato,ITALFARMACO SpA,038316218,E3B,68,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/68/farmaci/38316/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,VENLAFAXINA*10 cps 150 mg rilascio modificato,LABORATORI ALTER Srl,038465074,E3B,2753,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2753/farmaci/38465/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,VENLAFAXINA*10 cps 150 mg rilascio prolungato,DOC GENERICI Srl,038466138,E3B,898,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/898/farmaci/38466/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,VENLAFAXINA*10 cps 150 mg rilascio prolungato,KRKA D.D.NOVO MESTO,038499190,E3B,1896,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1896/farmaci/38499/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,VENLAFAXINA*10 cps 150 mg rilascio prolungato,TEVA ITALIA Srl,038500195,E3B,813,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/813/farmaci/38500/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,VENLAFAXINA*10 cps 150 mg rilascio prolungato,MYLAN SpA,038615163,E3B,2322,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2322/farmaci/38615/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,VENLAFAXINA*10 cps 150 mg rilascio prolungato,AUROBINDO PHARMA ITALIA Srl,041691320,E3B,3199,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/3199/farmaci/41691/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,VENLAFAXINA*10 cps 150 mg rilascio prolungato,EG SpA,044970313,E3B,1561,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1561/farmaci/44970/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,VENLAFAXINA*10 cps 150 mg rilascio prolungato,SANDOZ SpA,045555048,E3B,1392,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1392/farmaci/45555/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,EFEXOR*10 cps 150 mg rilascio prolungato,MEDIFARM Srl,048371025,E3B,2806,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2806/farmaci/48371/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,EFEXOR*10 cps 150 mg rilascio prolungato,FARMA 1000 Srl,049548023,E3B,2696,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2696/farmaci/49548/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 10 UNITA' USO ORALE RP,EFEXOR*10 cps 150 mg rilascio prolungato,BB FARMA Srl,050275027,E3B,2937,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2937/farmaci/50275/stampati?ts=RCP
Venlafaxina,"VENLAFAXINA 37,5MG 28 UNITA' USO ORALE RP","EFEXOR*28 cps 37,5 mg rilascio prolungato",VIATRIS PHARMA Srl,028831129,E3C,4995,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4995/farmaci/28831/stampati?ts=RCP
Venlafaxina,"VENLAFAXINA 37,5MG 28 UNITA' USO ORALE RP","VENLAFAXINA*28 cps 37,5 mg rilascio prolungato",ZENTIVA ITALIA Srl,037881024,E3C,8043,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/8043/farmaci/37881/stampati?ts=RCP
Venlafaxina,"VENLAFAXINA 37,5MG 28 UNITA' USO ORALE RP","ZARELIS*28 cpr 37,5 mg rilascio prolungato",ITALFARMACO SpA,038316648,E3C,68,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/68/farmaci/38316/stampati?ts=RCP
Venlafaxina,"VENLAFAXINA 37,5MG 28 UNITA' USO ORALE RP","VENLAFAXINA*28 cps 37,5 mg rilascio prolungato",DOC GENERICI Srl,038466037,E3C,898,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/898/farmaci/38466/stampati?ts=RCP
Venlafaxina,"VENLAFAXINA 37,5MG 28 UNITA' USO ORALE RP","VENLAFAXINA*28 cps 37,5 mg rilascio prolungato",KRKA D.D.NOVO MESTO,038499048,E3C,1896,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1896/farmaci/38499/stampati?ts=RCP
Venlafaxina,"VENLAFAXINA 37,5MG 28 UNITA' USO ORALE RP","VENLAFAXINA*28 cps 37,5 mg rilascio prolungato",TEVA ITALIA Srl,038500043,E3C,813,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/813/farmaci/38500/stampati?ts=RCP
Venlafaxina,"VENLAFAXINA 37,5MG 28 UNITA' USO ORALE RP","VENLAFAXINA*28 cps 37,5 mg rilascio prolungato",AUROBINDO PHARMA ITALIA Srl,041691054,E3C,3199,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/3199/farmaci/41691/stampati?ts=RCP
Venlafaxina,"VENLAFAXINA 37,5MG 28 UNITA' USO ORALE RP","VENLAFAXINA*28 cps 37,5 mg rilascio prolungato",EG SpA,044970109,E3C,1561,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1561/farmaci/44970/stampati?ts=RCP
Venlafaxina,"VENLAFAXINA 37,5MG 28 UNITA' USO ORALE RP","VENLAFAXINA*28 cps 37,5 mg rilascio prolungato",SANDOZ SpA,045555024,E3C,1392,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1392/farmaci/45555/stampati?ts=RCP
Venlafaxina,"VENLAFAXINA 37,5MG 28 UNITA' USO ORALE RP","VENLAFAXINA*28 cps 37,5 mg rilascio prolungato",TEVA B.V.,050040043,E3C,4046,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4046/farmaci/50040/stampati?ts=RCP
Venlafaxina,"VENLAFAXINA 37,5MG 7 UNITA' USO ORALE RP","EFEXOR*7 cps 37,5 mg rilascio prolungato",VIATRIS PHARMA Srl,028831131,E3E,4995,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4995/farmaci/28831/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 225MG 14 UNITA' USO ORALE RP,ZARELIS*14 cpr 225 mg rilascio prolungato,ITALFARMACO SpA,038316422,E3F,68,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/68/farmaci/38316/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 225MG 14 UNITA' USO ORALE RP,VENLAFAXINA*14 cps 225 mg rilascio prolungato,EG SpA,044970440,E3F,1561,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1561/farmaci/44970/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 4.500MG 60ML USO ORALE,ZAREDROP*orale soluz flacone 60 ml 75 mg/ml + siringa,ITALFARMACO SpA,040745010,E3G,68,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/68/farmaci/40745/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 75 mg rilascio modificato,LABORATORI ALTER Srl,038465011,KQS,2753,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2753/farmaci/38465/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 75 mg rilascio prolungato,DOC GENERICI Srl,038466088,KQS,898,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/898/farmaci/38466/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 75 mg rilascio prolungato,KRKA D.D.NOVO MESTO,038499137,KQS,1896,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1896/farmaci/38499/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 75 mg rilascio prolungato,TEVA ITALIA Srl,038500132,KQS,813,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/813/farmaci/38500/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 75 mg rilascio prolungato,MYLAN SpA,038615062,KQS,2322,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2322/farmaci/38615/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 75 mg rilascio prolungato,AUROBINDO PHARMA ITALIA Srl,041691205,KQS,3199,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/3199/farmaci/41691/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 75 mg rilascio prolungato,EG SpA,044970566,KQS,1561,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1561/farmaci/44970/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 75 mg rilascio prolungato,SANDOZ SpA,045555063,KQS,1392,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1392/farmaci/45555/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 75MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 75 mg rilascio prolungato,TEVA B.V.,050040132,KQS,4046,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4046/farmaci/50040/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 150 mg rilascio modificato,LABORATORI ALTER Srl,038465035,KQT,2753,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2753/farmaci/38465/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 150 mg rilascio prolungato,KRKA D.D.NOVO MESTO,038499226,KQT,1896,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1896/farmaci/38499/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 150 mg rilascio prolungato,TEVA ITALIA Srl,038500221,KQT,813,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/813/farmaci/38500/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 150 mg rilascio prolungato,EG SpA,044970580,KQT,1561,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1561/farmaci/44970/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 150 mg rilascio prolungato,SANDOZ SpA,045555075,KQT,1392,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1392/farmaci/45555/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 28 UNITA' USO ORALE RP,VENLAFAXINA*28 cps 150 mg rilascio prolungato,TEVA B.V.,050040221,KQT,4046,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4046/farmaci/50040/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 30 UNITA' USO ORALE RP,VENLAFAXINA*30 cps 150 mg rilascio prolungato,DOC GENERICI Srl,038466153,KWJ,898,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/898/farmaci/38466/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 30 UNITA' USO ORALE RP,VENLAFAXINA*30 cps 150 mg rilascio prolungato,MYLAN SpA,038615213,KWJ,2322,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/2322/farmaci/38615/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 150MG 30 UNITA' USO ORALE RP,VENLAFAXINA*30 cps 150 mg rilascio prolungato,AUROBINDO PHARMA ITALIA Srl,041691369,KWJ,3199,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/3199/farmaci/41691/stampati?ts=RCP
Venlafaxina,VENLAFAXINA 300MG 30 UNITA' USO ORALE,ZARELIS*30 cpr 300 mg rilascio prolungato,ITALFARMACO SpA,038316853,MMG,68,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/68/farmaci/38316/stampati?ts=RCP
Verapamil,VERAPAMIL 120MG 30 UNITA' USO ORALE RP,ISOPTIN*30 cpr 120 mg rilascio prolungato,VIATRIS ITALIA Srl,020609044,13A,4157,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/4157/farmaci/20609/stampati?ts=RCP
Verapamil,VERAPAMIL 120MG 30 UNITA' USO ORALE RP,VERAPAMIL*30 cpr riv 120 mg rilascio prolungato,SANDOZ SpA,031228024,13A,1392,https://api.aifa.gov.it/aifa-bdf-eif-be/1.0.0/organizzazione/1392/farmaci/31228/stampati?ts=RCP
